section,subsection,item_number,name,traditional_name,description,price
Royal Paneer & Vegetable Kitchen,,10,Paneer Anjeer Malai Vilas,,Paneer with fig-infused creamy gravy,
Royal Paneer & Vegetable Kitchen,,11,Paneer Zafrani Lahori,,Saffron flavoured rich and aromatic curry,
Royal Paneer & Vegetable Kitchen,,12,Paneer Subz Miloni Rajputana,,Paneer with seasonal vegetables in royal gravy,
Royal Paneer & Vegetable Kitchen,,13,Paneer Lababdar Shahi Rasoi,,Tangy tomato gravy enriched with butter and cream,
Royal Paneer & Vegetable Kitchen,,14,Paneer Adraki Lahsun Tadka,,Paneer tempered with ginger-garlic flavours,
Royal Paneer & Vegetable Kitchen,,15,Paneer Kasturi Methi Malai,,Creamy gravy finished with dried fenugreek leaves,
Royal Paneer & Vegetable Kitchen,,16,Paneer Jodhpuri Mirch Masala,,Spicy Rajasthani style paneer with bold chilli flavours,
Royal Paneer & Vegetable Kitchen,,17,Paneer Mewari Safed Maas Fusion,,White creamy gravy inspired by safed maas,
Royal Paneer & Vegetable Kitchen,,18,Paneer Butter Delight Chandni Chowk,,Classic butter paneer with rich finish,
Royal Paneer & Vegetable Kitchen,,19,Paneer Tawa Subz Rangrez,,Tossed paneer with vegetables on hot tawa spices,
Royal Paneer & Vegetable Kitchen,,20,Paneer Achari Rajputana,,Pickle-spiced paneer with tangy masala,
Royal Paneer & Vegetable Kitchen,,21,Paneer Til Khaas,,Sesame flavoured paneer in nutty gravy,
Royal Paneer & Vegetable Kitchen,,22,Paneer Lahsunia Teekha Tadka,,Garlic-forward spicy paneer preparation,
Royal Paneer & Vegetable Kitchen,,23,Paneer Malai Makhana Shahi,,Paneer with lotus seeds in creamy gravy,
Royal Paneer & Vegetable Kitchen,,24,Paneer Palak Noorani,,Paneer in smooth spinach gravy with royal finish,
Royal Paneer & Vegetable Kitchen,,25,Paneer Hara Dhaniya Adraki,,Fresh coriander and ginger flavoured paneer,
Royal Paneer & Vegetable Kitchen,,26,Paneer Do Pyaza Rajwada,,Paneer cooked with double onion richness,
Royal Paneer & Vegetable Kitchen,,27,Paneer Kaju Kishmish Shahi,,Cashew and raisin rich festive preparation,
Royal Paneer & Vegetable Kitchen,,28,Paneer Tikka Lababdar Royale,,Tandoori paneer in thick lababdar gravy,
Royal Paneer & Vegetable Kitchen,,29,Paneer Hariyali Angaara,,Green herb marinated paneer in smoky gravy,
Royal Paneer & Vegetable Kitchen,,30,Paneer Nawabi Pasanda,,Stuffed paneer slices in luxurious Mughlai gravy,
The Kofta Pavilion of Royal Flavours,,1,Shahi Malai Kofta Darbar,,Soft koftas in rich creamy gravy,
The Kofta Pavilion of Royal Flavours,,2,Rajwada Subz Kofta Nazakat,,Vegetable dumplings in delicately spiced gravy,
The Kofta Pavilion of Royal Flavours,,3,Kaju Anjeer Kofta Shahi Vilas,,Cashew and fig koftas in luxurious gravy,
The Kofta Pavilion of Royal Flavours,,4,Nargisi Kofta Rajsi Khazana,,Stuffed kofta delicacy with royal finish,
The Kofta Pavilion of Royal Flavours,,5,Palak Paneer Kofta Noorani,,Spinach and paneer koftas in smooth green gravy,
The Kofta Pavilion of Royal Flavours,,6,Methi Malai Kofta Rajputana,,Fenugreek flavoured koftas in creamy base,
The Kofta Pavilion of Royal Flavours,,7,Kashmiri Dry Fruit Kofta Khaas,,Rich koftas infused with nuts and subtle sweetness,
The Kofta Pavilion of Royal Flavours,,8,Paneer Badami Kofta Darbari,,Almond enriched paneer koftas in silky gravy,
The Kofta Pavilion of Royal Flavours,,9,Hariyali Kofta Angaara,,Herb infused koftas in vibrant green masala,
The Kofta Pavilion of Royal Flavours,,10,Lauki Kofta Shahi Rasoi,,Bottle gourd koftas in light spiced gravy,
The Kofta Pavilion of Royal Flavours,,11,Khoya Kaju Kofta Rajwada,,Khoya and cashew koftas in rich festive gravy,
The Kofta Pavilion of Royal Flavours,,12,Til Khoya Kofta Khaas,,Sesame and khoya based koftas in nutty gravy,
The Kofta Pavilion of Royal Flavours,,13,Paneer Tikka Kofta Angaara,,Tandoori paneer koftas in smoky gravy,
The Kofta Pavilion of Royal Flavours,,14,Adraki Lahsun Kofta Darbar,,Ginger garlic infused koftas in bold gravy,
The Kofta Pavilion of Royal Flavours,,15,Subz Korma Kofta Rajsi,,Vegetable koftas in rich korma gravy,
The Kofta Pavilion of Royal Flavours,,16,Pista Malai Kofta Vilas,,Pistachio infused koftas in creamy gravy,
The Kofta Pavilion of Royal Flavours,,17,Paneer Anardana Kofta Nazakat,,Paneer koftas with tangy pomegranate notes,
The Kofta Pavilion of Royal Flavours,,18,Palak Makhana Kofta Noor,,Spinach and lotus seed koftas in creamy base,
The Kofta Pavilion of Royal Flavours,,19,Kaju Kishmish Kofta Shahi,,Cashew and raisin koftas in festive gravy,
The Kofta Pavilion of Royal Flavours,,20,Rajputana Mirch Kofta Angaara,,Spicy chilli koftas in bold Rajasthani style,
The Royal Matar Sabzi Selection,,1,Matar Paneer Rajwada,,Green peas and paneer in rich tomato gravy,
The Royal Matar Sabzi Selection,,2,Matar Malai Nazakat,,Peas in smooth creamy gravy with subtle sweetness,
The Royal Matar Sabzi Selection,,3,Matar Mushroom Shahi Rasoi,,Peas and mushrooms in aromatic spiced gravy,
The Royal Matar Sabzi Selection,,4,Matar Palak Noorani,,Peas in velvety spinach gravy,
The Royal Matar Sabzi Selection,,5,Matar Methi Malai Darbari,,Peas with fenugreek in rich creamy base,
The Royal Matar Sabzi Selection,,6,Matar Kaju Kishmish Vilas,,Peas with cashew and raisins in festive gravy,
The Royal Matar Sabzi Selection,,7,Matar Badami Shahi,,Peas cooked in almond rich gravy,
The Royal Matar Sabzi Selection,,8,Matar Subz Miloni Rajputana,,Peas with seasonal vegetables in royal masala,
The Royal Matar Sabzi Selection,,9,Matar Adraki Lahsun Tadka,,Peas tempered with ginger and garlic flavours,
The Royal Matar Sabzi Selection,,10,Matar Tamatar Rasoi Shahi,,Classic peas in rich tomato gravy with royal touch,
The Royal Matar Sabzi Selection,,11,Matar Hariyali Angaara,,Peas in fresh green herb gravy with smoky notes,
The Royal Matar Sabzi Selection,,12,Matar Zafrani Khazana,,Saffron infused peas delicacy,
The Royal Matar Sabzi Selection,,13,Matar Mirch Rajputana,,Spicy peas cooked in bold Rajasthani style,
The Royal Matar Sabzi Selection,,14,Matar Til Badami Vilas,,Peas in sesame and almond gravy,
The Royal Matar Sabzi Selection,,15,Matar Dum Handi Rajwada,,Slow-cooked peas in sealed handi with aromatic spices,
The Royal Matar Sabzi Selection,,16,Matar Korma Shahi Khazana,,Peas in mild Mughlai style creamy gravy,
The Royal Matar Sabzi Selection,,17,Matar Lahsunia Teekha,,Garlic flavoured spicy peas preparation,
The Royal Matar Sabzi Selection,,18,Matar Hara Dhaniya Rasoi,,Peas with fresh coriander based gravy,
The Royal Matar Sabzi Selection,,19,Matar Anardana Khaas,,Peas with tangy pomegranate twist,
The Royal Matar Sabzi Selection,,20,Matar Khoya Vilas,,Peas cooked with rich khoya gravy,
Aloo & Regional Specialties,,1,Rajwadi Aloo Pyaz Rasoi,,Rustic potato and onion curry in traditional spices,
Aloo & Regional Specialties,,2,Dum Aloo Rajwada Handi,,Slow-cooked baby potatoes in aromatic gravy,
Aloo & Regional Specialties,,3,Kashmiri Dum Aloo Shahi,,Classic Kashmiri style potatoes in rich spices,
Aloo & Regional Specialties,,4,Hara Dhaniya Bharwan Aloo Vilas,,Coriander stuffed potatoes with herbaceous flavour,
Aloo & Regional Specialties,,5,Bhojpuri Aloo Teekha Khaas,,Spicy regional potato curry with bold flavours,
Aloo & Regional Specialties,,6,Achari Dum Aloo Rajputana,,Pickle-spiced potatoes in tangy gravy,
Aloo & Regional Specialties,,7,Jeera Aloo Darbari,,Cumin tempered potatoes with royal simplicity,
Aloo & Regional Specialties,,8,Sikampuri Bharwan Aloo Shahi,,Stuffed potato delicacy with rich filling,
Aloo & Regional Specialties,,9,Aloo Methi Malai Rajsi,,Potatoes with fenugreek in creamy gravy,
Aloo & Regional Specialties,,10,Aloo Palak Noorani,,Potatoes in smooth spinach gravy,
Aloo & Regional Specialties,,11,Aloo Kaju Khoya Vilas,,Potatoes in cashew and khoya rich gravy,
Aloo & Regional Specialties,,12,Aloo Mirch Rajputana Angaara,,Spicy chilli potatoes in bold Rajasthani style,
Aloo & Regional Specialties,,13,Aloo Tamatar Rasoi Shahi,,Classic potato tomato curry with royal finish,
Aloo & Regional Specialties,,14,Aloo Subz Miloni Rajwada,,Potatoes with mixed vegetables in rich gravy,
Aloo & Regional Specialties,,15,Aloo Badami Korma Darbari,,Potatoes in almond based creamy gravy,
Aloo & Regional Specialties,,16,Aloo Adraki Lahsun Tadka,,Potatoes tempered with ginger and garlic,
Aloo & Regional Specialties,,17,Aloo Zafrani Khazana,,Saffron infused potato delicacy,
Aloo & Regional Specialties,,18,Aloo Til Badami Vilas,,Potatoes in sesame and almond gravy,
Aloo & Regional Specialties,,19,Aloo Hariyali Angaara,,Herb coated potatoes with smoky flavour,
Aloo & Regional Specialties,,20,Aloo Pudina Chatpata Khaas,,Mint flavoured tangy potato preparation,
Aloo & Regional Specialties,,21,Aloo Anardana Rajsi,,Potatoes with pomegranate tangy twist,
Aloo & Regional Specialties,,22,Aloo Lahsunia Teekha,,Garlic flavoured spicy potatoes,
Aloo & Regional Specialties,,23,Aloo Rajma Miloni Shahi,,Potatoes and kidney beans in rich gravy,
Aloo & Regional Specialties,,24,Aloo Makhanwala Rajwada,,Butter enriched potatoes in smooth gravy,
Aloo & Regional Specialties,,25,Aloo Kasturi Methi Malai,,Potatoes in creamy gravy with fenugreek aroma,
Aloo & Regional Specialties,,26,Aloo Hing Jeera Vilas,,Asafoetida and cumin tempered potatoes,
Aloo & Regional Specialties,,27,Aloo Tamatar Dhaba Style Rajsi,,Rustic tomato based potato curry with bold spices,
Aloo & Regional Specialties,,28,Aloo Pyaaz Angaara Tawa,,Tossed potatoes and onions with smoky spices,
The Imperial Curry Khazana,,1,Palak Chana Rajsi Vilas,,Spinach and chickpeas in rich spiced gravy,
The Imperial Curry Khazana,,2,Corn Kaju Khazana Shahi,,Sweet corn in cashew enriched creamy gravy,
The Imperial Curry Khazana,,3,Baby Corn Badami Darbari,,Baby corn in almond based royal gravy,
The Imperial Curry Khazana,,4,Corn Palak Noorani,,Sweet corn simmered in velvety spinach gravy,
The Imperial Curry Khazana,,5,Methi Chana Rajputana,,Chickpeas with fenugreek in aromatic spices,
The Imperial Curry Khazana,,6,Chana Masala Rajwada Rasoi,,Punjabi chickpeas in rich tomato gravy,
The Imperial Curry Khazana,,7,Chana Korma Shahi Khazana,,Chickpeas in mild Mughlai style creamy gravy,
The Imperial Curry Khazana,,8,Palak Kaju Vilas,,Spinach with cashew richness in smooth gravy,
The Imperial Curry Khazana,,9,Corn Mushroom Angaara,,Corn and mushrooms in smoky spiced gravy,
The Imperial Curry Khazana,,10,Chana Anardana Khaas,,Chickpeas with tangy pomegranate twist,
The Imperial Curry Khazana,,11,Palak Subz Miloni Rajsi,,Spinach with mixed vegetables in royal gravy,
The Imperial Curry Khazana,,12,Corn Zafrani Khazana,,Saffron infused corn delicacy,
The Imperial Curry Khazana,,13,Chana Lahsunia Teekha,,Garlic flavoured spicy chickpea curry,
The Imperial Curry Khazana,,14,Baby Corn Makhmali Shahi,,Baby corn in creamy velvety gravy,
The Imperial Curry Khazana,,15,Palak Adraki Lahsun Rasoi,,Spinach with ginger garlic tempered flavour,
The Imperial Curry Khazana,,16,Chana Til Badami Vilas,,Chickpeas in sesame and almond gravy,
The Imperial Curry Khazana,,17,Corn Hariyali Angaara,,Corn in green herb based gravy with smoky notes,
The Imperial Curry Khazana,,18,Chana Kaju Kishmish Darbari,,Chickpeas with cashew and raisins in festive gravy,
The Imperial Curry Khazana,,19,Palak Methi Malai Rajwada,,Spinach and fenugreek in creamy indulgent base,
The Imperial Curry Khazana,,20,Corn Subz Korma Rajsi,,Corn and vegetables in rich korma gravy,
The Rajputana Sabz Bhandar,,1,Gobi Mughlai Shahi Vilas,,Cauliflower in rich Mughlai style gravy,
The Rajputana Sabz Bhandar,,2,Gobi Do Pyaza Darbari,,Cauliflower with caramelised onions and spices,
The Rajputana Sabz Bhandar,,3,Gobi Matar Punjabi Rasoi,,Classic cauliflower and peas in hearty gravy,
The Rajputana Sabz Bhandar,,4,Live Gobi Angaara Station,,Freshly prepared cauliflower tossed live with spices,
The Rajputana Sabz Bhandar,,5,Rajwadi Aloo Gobi Rasoi,,Potato and cauliflower in traditional Rajasthani spices,
The Rajputana Sabz Bhandar,,6,Gobi Malai Makhmali Shahi,,Cauliflower in creamy velvety gravy,
The Rajputana Sabz Bhandar,,7,Gobi Kaju Khazana Rajsi,,Cauliflower in cashew rich gravy,
The Rajputana Sabz Bhandar,,8,Gobi Adraki Lahsun Tadka,,Cauliflower tempered with ginger and garlic,
The Rajputana Sabz Bhandar,,9,Gobi Palak Noorani,,Cauliflower in smooth spinach gravy,
The Rajputana Sabz Bhandar,,10,Gobi Methi Malai Darbar,,Cauliflower with fenugreek in creamy base,
The Rajputana Sabz Bhandar,,11,Gobi Achari Rajputana,,Pickle-spiced cauliflower with tangy flavours,
The Rajputana Sabz Bhandar,,12,Gobi Mirch Angaara Rajwada,,Spicy chilli cauliflower in bold Rajasthani style,
The Rajputana Sabz Bhandar,,13,Gobi Subz Miloni Shahi,,Cauliflower with mixed vegetables in rich gravy,
The Rajputana Sabz Bhandar,,14,Gobi Badami Korma Darbari,,Cauliflower in almond based creamy gravy,
The Rajputana Sabz Bhandar,,15,Gobi Tamatar Rasoi Shahi,,Cauliflower in rich tomato gravy with royal touch,
The Rajputana Sabz Bhandar,,16,Gobi Hariyali Angaara,,Herb based green gravy with smoky cauliflower,
The Rajputana Sabz Bhandar,,17,Gobi Anardana Khaas,,Cauliflower with tangy pomegranate twist,
The Rajputana Sabz Bhandar,,18,Gobi Til Badami Vilas,,Cauliflower in sesame and almond gravy,
The Rajputana Sabz Bhandar,,19,Gobi Zafrani Khazana,,Saffron infused cauliflower delicacy,
The Rajputana Sabz Bhandar,,20,Gobi Kaju Kishmish Rajsi,,Cauliflower with cashew and raisins in festive gravy,
The Rajputana Marwari Rasoi,,1,Bharwan Tinda Rajwada Vilas,,Stuffed apple gourd with spiced filling,
The Rajputana Marwari Rasoi,,2,Tinda Masala Darbari,,Spiced tinda curry with rich flavours,
The Rajputana Marwari Rasoi,,3,Shahi Mewa Bharwan Tinda,,Dry fruit stuffed tinda in royal gravy,
The Rajputana Marwari Rasoi,,4,Halwai Wala Tinda Rasoi,,Traditional halwai-style tinda preparation,
The Rajputana Marwari Rasoi,,5,Govind Gatta Shahi Khazana,,Classic Rajasthani gram flour dumplings in rich curry,
The Rajputana Marwari Rasoi,,6,Gatta Do Pyaza Rajsi,,Gatta with caramelised onions in spiced gravy,
The Rajputana Marwari Rasoi,,7,Jodhpuri Gatta Rasoi,,Authentic Jodhpur-style gatta curry,
The Rajputana Marwari Rasoi,,8,Jaipuri Gatta Darbar,,Jaipur-style gatta in royal gravy,
The Rajputana Marwari Rasoi,,9,Besaniya Do Pyaza Rajwada,,Besan based curry with onion richness,
The Rajputana Marwari Rasoi,,10,Jodhpuri Chakki Shahi Vilas,,Gram flour delicacy in traditional spices,
The Rajputana Marwari Rasoi,,11,Chakki Do Pyaza Darbari,,Chakki in onion based rich gravy,
The Rajputana Marwari Rasoi,,12,Ker Sangri Rajputana Khaas,,Iconic desert beans and berries with traditional spices,
The Rajputana Marwari Rasoi,,13,Panchkuta Shahi Sangam,,"Ker, sangri, kumat and desert beans medley",
The Rajputana Marwari Rasoi,,14,Ker Sangri Achari Rajwada,,Pickled style ker sangri with bold flavours,
The Rajputana Marwari Rasoi,,15,Gatte Ka Saag Rajsi,,Gatta cooked in spinach based gravy,
The Rajputana Marwari Rasoi,,16,Methi Gatta Malai Darbar,,Fenugreek flavoured gatta in creamy gravy,
The Rajputana Marwari Rasoi,,17,Masala Gatta Angaara Rajputana,,Spicy roasted gatta in bold masala,
The Rajputana Marwari Rasoi,,18,Bharwan Mirch Rajwadi Khaas,,Stuffed green chillies with spiced filling,
The Rajputana Marwari Rasoi,,19,Besan Mirchi Rasoi Shahi,,Chillies cooked in gram flour based gravy,
The Rajputana Marwari Rasoi,,20,Papad Mangodi Rajputana,,Papad and lentil dumplings in spiced curry,
The Rajputana Marwari Rasoi,,21,Mangodi Aloo Rasoi Vilas,,Lentil dumplings with potatoes in traditional gravy,
The Rajputana Marwari Rasoi,,22,Mangodi Methi Rajsi,,Mangodi with fenugreek in aromatic curry,
The Rajputana Marwari Rasoi,,23,Sev Tamatar Rajwada Rasoi,,Crispy sev in tangy tomato gravy,
The Rajputana Marwari Rasoi,,24,Rajasthani Kadhi Pakoda Darbar,,Traditional kadhi with gram flour dumplings,
The Rajputana Marwari Rasoi,,25,Kadhi Mangodi Shahi Khazana,,Kadhi with lentil dumplings in rich style,
The Rajputana Marwari Rasoi,,26,Bajra Khichdi Rajputana Vilas,,Pearl millet khichdi with rustic flavours,
The Rajputana Marwari Rasoi,,27,Moong Mogar Mangodi Rasoi,,Split moong with mangodi in traditional style,
Bhindi & Seasonal Vegetables,,1,Bhindi Mirchi Rajwada Angaara,,Okra tossed with green chillies and bold spices,
Bhindi & Seasonal Vegetables,,2,Bhindi Do Pyaza Darbari,,Okra with caramelised onions in rich masala,
Bhindi & Seasonal Vegetables,,3,Kurkuri Bhindi Shahi Nazakat,,Crispy fried okra with light spiced coating,
Bhindi & Seasonal Vegetables,,4,Bharwan Bhindi Rajsi Vilas,,Stuffed okra with spiced masala filling,
Bhindi & Seasonal Vegetables,,5,Bhindi Masala Rajputana Rasoi,,Okra cooked in traditional spiced gravy,
Bhindi & Seasonal Vegetables,,6,Bhindi Kaju Khazana Shahi,,Okra in cashew enriched creamy gravy,
Bhindi & Seasonal Vegetables,,7,Bhindi Achari Rajwada,,Pickle-spiced okra with tangy flavours,
Bhindi & Seasonal Vegetables,,8,Bhindi Methi Malai Darbar,,Okra with fenugreek in creamy base,
Bhindi & Seasonal Vegetables,,9,Bhindi Adraki Lahsun Tadka,,Okra tempered with ginger and garlic flavours,
Bhindi & Seasonal Vegetables,,10,Bhindi Hariyali Angaara,,Okra in fresh green herb based masala,
Bhindi & Seasonal Vegetables,,11,Bhindi Til Badami Vilas,,Okra in sesame and almond gravy,
Bhindi & Seasonal Vegetables,,12,Bhindi Anardana Khaas,,Okra with tangy pomegranate twist,
Bhindi & Seasonal Vegetables,,13,Bhindi Tamatar Rasoi Shahi,,Okra in rich tomato based gravy,
Bhindi & Seasonal Vegetables,,14,Bhindi Mirch Lahsunia Teekha,,Spicy okra with garlic and chilli flavours,
Bhindi & Seasonal Vegetables,,15,Bhindi Subz Miloni Rajwada,,Okra with mixed vegetables in royal gravy,
Bhindi & Seasonal Vegetables,,16,Bhindi Palak Noorani,,Okra in smooth spinach gravy,
Bhindi & Seasonal Vegetables,,17,Bhindi Zafrani Khazana,,Saffron infused okra delicacy,
Bhindi & Seasonal Vegetables,,18,Bhindi Kaju Kishmish Rajsi,,Okra with cashew and raisins in festive style,
Bhindi & Seasonal Vegetables,,19,Bhindi Angaara Tawa Rajputana,,Tawa tossed okra with smoky spices,
Bhindi & Seasonal Vegetables,,20,Bhindi Pudina Chatpata Vilas,,Mint flavoured tangy okra preparation,
The Rajputana Bharwan & Subz Darbar,,1,Bharwan Tamatar Rajwada Vilas,,Stuffed baked tomatoes with spiced filling,
The Rajputana Bharwan & Subz Darbar,,2,Tofu Bharwan Tamatar Fusion Shahi,,Fusion stuffed tomatoes with tofu filling,
The Rajputana Bharwan & Subz Darbar,,3,Bharwan Karela Rajsi Khaas,,Stuffed bitter gourd with traditional masala,
The Rajputana Bharwan & Subz Darbar,,4,Arbi Do Pyaza Darbari,,Colocasia with caramelised onions and spices,
The Rajputana Bharwan & Subz Darbar,,5,Baingan Masala Rajputana Rasoi,,Brinjal cooked in rich spiced gravy,
The Rajputana Bharwan & Subz Darbar,,6,Baingan Bharta Angaara Shahi,,Smoked mashed brinjal with rustic flavours,
The Rajputana Bharwan & Subz Darbar,,7,Tawa Subz Rajwada Angaara,,Griddle tossed vegetables with bold spices,
The Rajputana Bharwan & Subz Darbar,,8,Bharwan Shimla Mirch Darbar,,Stuffed capsicum with spiced filling,
The Rajputana Bharwan & Subz Darbar,,9,Bharwan Baingan Rajsi Vilas,,Stuffed baby brinjal in rich masala,
The Rajputana Bharwan & Subz Darbar,,10,Bharwan Tamatar Anardana Khaas,,Stuffed tomatoes with tangy pomegranate twist,
The Rajputana Bharwan & Subz Darbar,,11,Bharwan Tinda Rajwada,,Stuffed apple gourd with spiced filling,
The Rajputana Bharwan & Subz Darbar,,12,Arbi Masala Rajputana,,Colocasia in traditional spiced gravy,
The Rajputana Bharwan & Subz Darbar,,13,Arbi Methi Malai Darbar,,Colocasia with fenugreek in creamy base,
The Rajputana Bharwan & Subz Darbar,,14,Arbi Adraki Lahsun Tadka,,Colocasia tempered with ginger garlic,
The Rajputana Bharwan & Subz Darbar,,15,Baingan Bharta Rajwada Rasoi,,Classic smoked brinjal mash with royal finish,
The Rajputana Bharwan & Subz Darbar,,16,Baingan Kaju Khazana Shahi,,Brinjal in cashew rich gravy,
The Rajputana Bharwan & Subz Darbar,,17,Baingan Achari Rajputana,,Pickle-spiced brinjal with tangy flavours,
The Rajputana Bharwan & Subz Darbar,,18,Baingan Hariyali Angaara,,Brinjal in green herb based masala,
The Rajputana Bharwan & Subz Darbar,,19,Tawa Paneer Subz Vilas,,Paneer and vegetables tossed on tawa with spices,
The Rajputana Bharwan & Subz Darbar,,20,Tawa Mushroom Angaara,,Mushrooms tossed with smoky spices,
The Rajputana Bharwan & Subz Darbar,,21,Tawa Corn Palak Khaas,,Corn and spinach tossed on griddle,
The Rajputana Bharwan & Subz Darbar,,22,Tawa Aloo Mirch Rajwada,,Potatoes and chillies in bold tawa masala,
The Rajputana Bharwan & Subz Darbar,,23,Karela Pyaz Masala Rajsi,,Bitter gourd with onions in rich spiced gravy,
The Rajputana Bharwan & Subz Darbar,,24,Karela Achari Shahi,,Pickle flavoured bitter gourd delicacy,
The Rajputana Bharwan & Subz Darbar,,25,Karela Bharwan Khoya Vilas,,Stuffed karela with khoya and spices,
Live Vegetable Station,,1,Karela / Bhindi / Tinda / Parwal / Arbi / Methi / French Beans,,Seasonal vegetables cooked live — customised live vegetable preparations,
The Exotic Subz Indulgence,,1,Zucchini Malai Zafran Vilas,,Zucchini in saffron-infused creamy gravy,
The Exotic Subz Indulgence,,2,Asparagus Badami Shahi,,Tender asparagus in almond-rich gravy,
The Exotic Subz Indulgence,,3,Broccoli Makhmali Darbar,,Broccoli in smooth velvety cream sauce,
The Exotic Subz Indulgence,,4,Avocado Subz Nazakat,,Avocado in light spiced creamy preparation,
The Exotic Subz Indulgence,,5,Baby Corn Kaju Khazana,,Baby corn in cashew-based rich gravy,
The Exotic Subz Indulgence,,6,Lotus Stem Angaara Masala,,Crispy lotus stem in bold spiced glaze,
The Exotic Subz Indulgence,,7,Kamal Kakdi Methi Malai Rajsi,,Lotus stem with fenugreek in creamy gravy,
The Exotic Subz Indulgence,,8,Artichoke Dilpasand Shahi,,Exotic artichokes in rich aromatic sauce,
The Exotic Subz Indulgence,,9,Edamame Hariyali Vilas,,Edamame beans in green herb gravy,
The Exotic Subz Indulgence,,10,Purple Cabbage Subz Royale,,Purple cabbage in mildly spiced buttery base,
The Exotic Subz Indulgence,,11,Wild Mushroom Truffle Shahi Rasoi,,Exotic mushrooms with truffle essence,
The Exotic Subz Indulgence,,12,Button Mushroom Zafrani Khazana,,Mushrooms in saffron infused gravy,
The Exotic Subz Indulgence,,13,Portobello Angaara Darbar,,Grilled portobello in smoky masala,
The Exotic Subz Indulgence,,14,Baby Potato Herb Butter Vilas,,Mini potatoes tossed in herbed butter,
The Exotic Subz Indulgence,,15,Sweet Potato Anardana Khaas,,Sweet potato with tangy pomegranate glaze,
The Exotic Subz Indulgence,,16,Bok Choy Til Badami Fusion,,Asian greens in sesame almond sauce,
The Exotic Subz Indulgence,,17,Grilled Mediterranean Subz Platter Rajwada,,"Zucchini, peppers, herbs grilled to perfection",
The Exotic Subz Indulgence,,18,Stuffed Zucchini Boats Shahi,,Zucchini stuffed with rich spiced filling,
The Exotic Subz Indulgence,,19,Quinoa Stuffed Bell Peppers Vilas,,Bell peppers filled with quinoa and herbs,
The Exotic Subz Indulgence,,20,Cottage Cheese Spinach Roulade Rajsi,,Rolled paneer and spinach delicacy,
The Rajputana Dal & Kadhi Darbar,Premium Dal Creations,1,Dal Baati Panchmel Rajwada,,Classic five lentil dal with Rajasthani essence,
The Rajputana Dal & Kadhi Darbar,Premium Dal Creations,2,Shahi Dal Makhani Darbari,,Black lentils slow-cooked with butter and cream,
The Rajputana Dal & Kadhi Darbar,Premium Dal Creations,3,Dal Bukhara Vilas,,Overnight simmered dal with rich smoky flavour,
The Rajputana Dal & Kadhi Darbar,Premium Dal Creations,4,Rajsi Yellow Dal Tadka,,Arhar dal tempered with ghee and spices,
The Rajputana Dal & Kadhi Darbar,Premium Dal Creations,5,Moong Dal Chilka Rajputana,,Split green gram in light spiced gravy,
The Rajputana Dal & Kadhi Darbar,Premium Dal Creations,6,Dal Panchratna Shahi Khazana,,Five lentils cooked together in royal spices,
The Rajputana Dal & Kadhi Darbar,Premium Dal Creations,7,Dal Lahsunia Teekha Rasoi,,Garlic tempered spicy lentil curry,
The Rajputana Dal & Kadhi Darbar,Premium Dal Creations,8,Dal Zafrani Vilas,,Saffron infused rich lentil preparation,
The Rajputana Dal & Kadhi Darbar,Premium Dal Creations,9,Dal Methi Malai Darbar,,Fenugreek flavoured creamy lentils,
The Rajputana Dal & Kadhi Darbar,Premium Dal Creations,10,Dal Kaju Kishmish Shahi,,Lentils enriched with cashew and raisins,
The Rajputana Dal & Kadhi Darbar,Premium Dal Creations,11,Dal Adraki Hing Tadka,,Ginger and asafoetida tempered dal,
The Rajputana Dal & Kadhi Darbar,Premium Dal Creations,12,Dal Subz Miloni Rajsi,,Lentils cooked with seasonal vegetables,
The Rajputana Dal & Kadhi Darbar,Premium Dal Creations,13,Dal Palak Noorani,,Spinach blended lentils in smooth gravy,
The Rajputana Dal & Kadhi Darbar,Premium Dal Creations,14,Dal Badami Khazana,,Almond enriched creamy dal,
The Rajputana Dal & Kadhi Darbar,Premium Dal Creations,15,Dal Dum Handi Rajwada,,Slow-cooked lentils in sealed handi,
The Rajputana Dal & Kadhi Darbar,Heritage Kadhi Selection,1,Rajasthani Kadhi Pakoda Darbar,,Traditional kadhi with gram flour dumplings,
The Rajputana Dal & Kadhi Darbar,Heritage Kadhi Selection,2,Kadhi Mangodi Rajputana,,Kadhi with lentil dumplings,
The Rajputana Dal & Kadhi Darbar,Heritage Kadhi Selection,3,Kadhi Gatta Shahi Rasoi,,Kadhi with gatta pieces in royal style,
The Rajputana Dal & Kadhi Darbar,Heritage Kadhi Selection,4,Kadhi Lahsunia Teekha,,Garlic flavoured spicy kadhi,
The Rajputana Dal & Kadhi Darbar,Heritage Kadhi Selection,5,Kadhi Methi Pakoda Vilas,,Fenugreek pakoda kadhi with rich flavour,
The Rajputana Dal & Kadhi Darbar,Heritage Kadhi Selection,6,Kadhi Zafrani Khazana,,Saffron infused kadhi delicacy,
The Rajputana Dal & Kadhi Darbar,Heritage Kadhi Selection,7,Kadhi Palak Noorani,,Spinach infused smooth kadhi,
The Rajputana Dal & Kadhi Darbar,Heritage Kadhi Selection,8,Kadhi Subz Miloni Rajsi,,Kadhi with mixed vegetables,
The Rajputana Dal & Kadhi Darbar,Heritage Kadhi Selection,9,Kadhi Mirch Rajputana Angaara,,Spicy chilli kadhi in bold style,
